"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","population","agency_name","state_abb","population_1","group","pop_diff","city_state.y","Agency_Type.y","State"
"Detroit,MI,City","Detroit",32,80,218,883,644,1267,557,2018,8,"MI","Detroit,MI","City",1213,2468,"Detroit","MI","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit","MI","Midwest","East North Central",651171,"detroit","MI",651171,"city 500,000 thru 999,999",-35670,"Detroit, MI","City","Midwest"
"Douglas,CO,County","Douglas",1,26,1,10,43,133,23,2017,1,"CO","Douglas,CO","County",38,199,"Douglas","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,NA,NA,"","","CO0180000","Douglas","CO","West","Mountain",227807,"douglas","CO",227807,"msa-county 100,000+",-8330,"Douglas, CO","County","West"
"Draper,UT,City","Draper",0,0,1,5,9,93,29,2017,1,"UT","Draper,UT","City",6,131,"Draper","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",50588,NA,NA,"","","UT0181200","Draper","UT","West","Mountain",45672,"draper","UT",45672,"city 25,000 thru 49,999",4916,"Draper, UT","City","West"
"Dublin,OH,City","Dublin",0,0,0,2,8,37,1,2017,1,"OH","Dublin,OH","City",2,46,"Dublin","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48827,NA,NA,"","","OH0250300","Dublin","OH","Midwest","East North Central",40056,"dublin","OH",40056,"city 25,000 thru 49,999",8771,"Dublin, OH","City","Midwest"
"Dubuque,IA,City","Dubuque",0,2,1,7,37,103,3,2017,1,"IA","Dubuque,IA","City",10,143,"Dubuque","IA","From IA","State UCR","Provided by Agency",58492,NA,NA,"","","IA0310100","Dubuque","IA","Midwest","West North Central",58620,"dubuque","IA",58620,"city 50,000 thru 99,999",-128,"Dubuque, IA","City","Midwest"
"Duluth,MN,City","Duluth",0,6,7,18,34,226,13,2017,1,"MN","Duluth,MN","City",31,273,"Duluth","MN","https://cde.state.mn.us/","State UCR","Open Source",86570,NA,NA,"","","MN0690600","Duluth","MN","Midwest","West North Central",88003,"duluth","MN",88003,"city 50,000 thru 99,999",-1433,"Duluth, MN","City","Midwest"
"Dunwoody,GA,City","Dunwoody",0,0,3,6,8,137,2,2017,2,"GA","Dunwoody,GA","City",9,147,"Dunwoody","GA","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","","GA0447100","Dunwoody","GA","South","South Atlantic",51752,"dunwoody","GA",51752,"city 50,000 thru 99,999",753,"Dunwoody, GA","City","South"
"Durham,NC,City","Durham",2,6,111,165,216,562,71,2017,1,"NC","Durham,NC","City",284,849,"Durham","NC","From NC","State UCR","Provided by State UCR Program",295788,NA,NA,"","","NC0320100","Durham","NC","South","South Atlantic",299779,"durham","NC",299779,"city 250,000 thru 499,999",-3991,"Durham, NC","City","South"
"Eagan,MN,City","Eagan",1,1,3,1,6,82,3,2017,1,"MN","Eagan,MN","City",6,91,"Eagan","MN","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","","MN0190800","Eagan","MN","Midwest","West North Central",66956,"eagan","MN",66956,"city 50,000 thru 99,999",-13,"Eagan, MN","City","Midwest"
"East Baton Rouge,LA,County","East Baton Rouge",0,0,17,11,104,518,27,2017,1,"LA","East Baton Rouge,LA","County",28,649,"East Baton Rouge","LA","https://data.brla.gov/Public-Safety/EBR-Sheriff-s-Office-Crime-Incidents/7y8j-nrht/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",197853,NA,NA,"","","LA0170000","East Baton Rouge","LA","South","West South Central",201319,"east baton rouge","LA",201319,"msa-county 100,000+",-3466,"East Baton Rouge, LA","County","South"
"East Hartford,CT,City","East Hartford",0,2,3,12,14,66,12,2017,5,"CT","East Hartford,CT","City",17,92,"East Hartford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","","CT0004300","East Hartford","CT","Northeast","New England",50584,"east hartford","CT",50584,"city 50,000 thru 99,999",41,"East Hartford, CT","City","Northeast"
"Eau Claire,WI,City","Eau Claire",0,2,8,8,20,97,3,2017,1,"WI","Eau Claire,WI","City",18,120,"Eau Claire","WI","From WI","State UCR","Provided by State UCR Program",69859,NA,NA,"","","WI0180100","Eau Claire","WI","Midwest","East North Central",68631,"eau claire","WI",68631,"city 50,000 thru 99,999",1228,"Eau Claire, WI","City","Midwest"
"Eden Prairie,MN,City","Eden Prairie",0,0,0,0,0,37,2,2017,1,"MN","Eden Prairie,MN","City",0,39,"Eden Prairie","MN","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","","MN0272600","Eden Prairie","MN","Midwest","West North Central",61511,"eden prairie","MN",61511,"city 50,000 thru 99,999",134,"Eden Prairie, MN","City","Midwest"
"Edina,MN,City","Edina",0,0,1,0,5,52,1,2017,1,"MN","Edina,MN","City",1,58,"Edina","MN","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","","MN0270600","Edina","MN","Midwest","West North Central",53347,"edina","MN",53347,"city 50,000 thru 99,999",-1367,"Edina, MN","City","Midwest"
"Edinburg,TX,City","Edinburg",0,9,1,9,37,254,20,2017,1,"TX","Edinburg,TX","City",19,311,"Edinburg","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","","TX1080400","Edinburg","TX","South","West South Central",107552,"edinburg","TX",107552,"city 100,000 thru 249,999",-1415,"Edinburg, TX","City","South"
"El Cajon,CA,City","El Cajon",0,4,6,25,12,73,20,2025,6,"CA","El Cajon,CA","City",35,105,"El Cajon","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","","CA0370500","El Cajon","CA","West","Pacific",101983,"el cajon","CA",101983,"city 100,000 thru 249,999",1586,"El Cajon, CA","City","West"
"El Dorado,CA,County","El Dorado",1,2,1,20,51,121,5,2017,1,"CA","El Dorado,CA","County",24,177,"El Dorado","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",162436,NA,NA,"","","CA0090000","El Dorado","CA","West","Pacific",164075,"el dorado","CA",164075,"msa-county 100,000+",-1639,"El Dorado, CA","County","West"
"El Monte,CA,City","El Monte",0,3,16,21,69,121,65,2017,1,"CA","El Monte,CA","City",40,255,"El Monte","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103463,NA,NA,"","","CA0192200","El Monte","CA","West","Pacific",102088,"el monte","CA",102088,"city 100,000 thru 249,999",1375,"El Monte, CA","City","West"
"El Paso,CO,County","El Paso",0,24,1,20,35,162,18,2017,1,"CO","El Paso,CO","County",45,215,"El Paso","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,NA,NA,"","","CO0210000","El Paso","CO","West","Mountain",213641,"el paso","CO",213641,"msa-county 100,000+",-6546,"El Paso, CO","County","West"
"El Paso,TX,City","El Paso",3,28,36,153,91,894,71,2017,1,"TX","El Paso,TX","City",220,1056,"El Paso","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","","TX0710200","El Paso","TX","South","West South Central",678860,"el paso","TX",678860,"city 500,000 thru 999,999",-2195,"El Paso, TX","City","South"
"El Paso,TX,County","El Paso",0,6,1,18,22,43,6,2017,1,"TX","El Paso,TX","County",25,71,"El Paso","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","","TX0710000","El Paso","TX","South","West South Central",122484,"el paso","TX",122484,"msa-county 100,000+",-5885,"El Paso, TX","County","South"
"Elizabeth,NJ,City","Elizabeth",0,3,43,36,41,206,81,2017,1,"NJ","Elizabeth,NJ","City",82,328,"Elizabeth","NJ","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",133578,NA,NA,"","","NJ0200400","Elizabeth","NJ","Northeast","Middle Atlantic",138500,"elizabeth","NJ",138500,"city 100,000 thru 249,999",-4922,"Elizabeth, NJ","City","Northeast"
"Elk Grove,CA,City","Elk Grove",0,1,10,29,33,179,21,2017,1,"CA","Elk Grove,CA","City",40,233,"Elk Grove","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",177976,NA,NA,"","","CA0340H00","Elk Grove","CA","West","Pacific",179074,"elk grove","CA",179074,"city 100,000 thru 249,999",-1098,"Elk Grove, CA","City","West"
"Elyria,OH,City","Elyria",0,6,7,6,13,53,5,2017,1,"OH","Elyria,OH","City",19,71,"Elyria","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",53024,NA,NA,"","","OH0470400","Elyria","OH","Midwest","East North Central",53263,"elyria","OH",53263,"city 50,000 thru 99,999",-239,"Elyria, OH","City","Midwest"
"Enid,OK,City","Enid",0,1,3,8,28,81,11,2017,1,"OK","Enid,OK","City",12,120,"Enid","OK","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",50168,NA,NA,"","","OK0240100","Enid","OK","South","West South Central",50382,"enid","OK",50382,"city 50,000 thru 99,999",-214,"Enid, OK","City","South"
"Erie,PA,City","Erie",2,3,11,15,30,109,11,2017,1,"PA","Erie,PA","City",31,150,"Erie","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","","PA0250200","Erie","PA","Northeast","Middle Atlantic",92379,"erie","PA",92379,"city 50,000 thru 99,999",541,"Erie, PA","City","Northeast"
"Escondido,CA,City","Escondido",2,5,12,31,19,127,25,2020,1,"CA","Escondido,CA","City",50,171,"Escondido","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","","CA0370600","Escondido","CA","West","Pacific",147170,"escondido","CA",147170,"city 100,000 thru 249,999",2667,"Escondido, CA","City","West"
"Euclid,OH,City","Euclid",0,2,10,18,23,68,27,2017,1,"OH","Euclid,OH","City",30,118,"Euclid","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48170,NA,NA,"","","OH0181800","Euclid","OH","Midwest","East North Central",48176,"euclid","OH",48176,"city 25,000 thru 49,999",-6,"Euclid, OH","City","Midwest"
"Eugene,OR,City","Eugene",1,11,10,16,94,360,47,2017,1,"OR","Eugene,OR","City",38,501,"Eugene","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178191,NA,NA,"","","OR0200200","Eugene","OR","West","Pacific",178057,"eugene","OR",178057,"city 100,000 thru 249,999",134,"Eugene, OR","City","West"
"Euless,TX,City","Euless",0,0,2,2,12,71,22,2017,1,"TX","Euless,TX","City",4,105,"Euless","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","","TX2200900","Euless","TX","South","West South Central",59230,"euless","TX",59230,"city 50,000 thru 99,999",492,"Euless, TX","City","South"
"Everett,MA,City","Everett",1,0,0,8,8,32,6,2017,1,"MA","Everett,MA","City",9,46,"Everett","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",49740,NA,NA,"","","MA0091700","Everett","MA","Northeast","New England",51744,"everett","MA",51744,"city 50,000 thru 99,999",-2004,"Everett, MA","City","Northeast"
"Fairfield,CA,City","Fairfield",0,2,18,24,44,166,38,2017,1,"CA","Fairfield,CA","City",44,248,"Fairfield","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",119071,NA,NA,"","","CA0480300","Fairfield","CA","West","Pacific",121082,"fairfield","CA",121082,"city 100,000 thru 249,999",-2011,"Fairfield, CA","City","West"
"Fairfield,CT,City","Fairfield",0,0,4,1,9,55,2,2019,5,"CT","Fairfield,CT","City",5,66,"Fairfield","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63588,NA,NA,"","","CT0005100","Fairfield","CT","Northeast","New England",64098,"fairfield","CT",64098,"city 50,000 thru 99,999",-510,"Fairfield, CT","City","Northeast"
"Fargo,ND,City","Fargo",0,11,6,20,45,197,15,2017,2,"ND","Fargo,ND","City",37,257,"Fargo","ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","","ND0090200","Fargo","ND","Midwest","West North Central",135682,"fargo","ND",135682,"city 100,000 thru 249,999",-1414,"Fargo, ND","City","Midwest"
"Farmington Hills,MI,City","Farmington Hills",0,2,0,4,3,40,8,2025,2,"MI","Farmington Hills,MI","City",6,51,"Farmington Hills","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","","MI6338900","Farmington Hills","MI","Midwest","East North Central",82116,"farmington hills","MI",82116,"city 50,000 thru 99,999",107,"Farmington Hills, MI","City","Midwest"
"Fayetteville,NC,City","Fayetteville",3,6,23,94,174,521,24,2017,1,"NC","Fayetteville,NC","City",126,719,"Fayetteville","NC","From NC","State UCR","Provided by State UCR Program",209262,NA,NA,"","","NC0260100","Fayetteville","NC","South","South Atlantic",209945,"fayetteville","NC",209945,"city 100,000 thru 249,999",-683,"Fayetteville, NC","City","South"
"Flower Mound,TX,City","Flower Mound",0,1,1,3,3,40,0,2017,1,"TX","Flower Mound,TX","City",5,43,"Flower Mound","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","","TX0611200","Flower Mound","TX","South","West South Central",79784,"flower mound","TX",79784,"city 50,000 thru 99,999",-271,"Flower Mound, TX","City","South"
"Fontana,CA,City","Fontana",1,NA,20,NA,51,154,86,2018,4,"CA","Fontana,CA","City",21,291,"Fontana","CA","https://www.fontanaca.gov/CivicAlerts.aspx?CID=32","Agency Aggregated","Open Source",214429,NA,NA,"","","CA0360400","Fontana","CA","West","Pacific",217605,"fontana","CA",217605,"city 100,000 thru 249,999",-3176,"Fontana, CA","City","West"
"Forsyth,GA,County","Forsyth",1,2,2,1,27,97,0,2017,1,"GA","Forsyth,GA","County",6,124,"Forsyth","GA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",267417,NA,NA,"","","GA0580000","Forsyth","GA","South","South Atlantic",270757,"forsyth","GA",270757,"msa-county 100,000+",-3340,"Forsyth, GA","County","South"
"Forsyth,NC,County","Forsyth",0,0,1,15,39,168,12,2017,1,"NC","Forsyth,NC","County",16,219,"Forsyth","NC","From NC","State UCR","Provided by State UCR Program",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","NC0340000","Forsyth","NC","South","South Atlantic",115696,"forsyth","NC",115696,"msa-county 100,000+",-3923,"Forsyth, NC","County","South"
"Fort Bend,TX,County","Fort Bend",1,7,14,48,75,257,13,2017,1,"TX","Fort Bend,TX","County",70,345,"Fort Bend","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","","TX0790000","Fort Bend","TX","South","West South Central",614384,"fort bend","TX",614384,"msa-county 100,000+",-35689,"Fort Bend, TX","County","South"
"Fort Collins,CO,City","Fort Collins",0,3,0,39,26,298,17,2019,9,"CO","Fort Collins,CO","City",42,341,"Fort Collins","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",168886,NA,NA,"","","CO0350300","Fort Collins","CO","West","Mountain",170509,"fort collins","CO",170509,"city 100,000 thru 249,999",-1623,"Fort Collins, CO","City","West"
"Fort Smith,AR,City","Fort Smith",1,5,6,49,70,270,32,2017,1,"AR","Fort Smith,AR","City",61,372,"Fort Smith","AR","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",90417,NA,NA,"","","AR0660100","Fort Smith","AR","South","West South Central",89977,"fort smith","AR",89977,"city 50,000 thru 99,999",440,"Fort Smith, AR","City","South"
"Fort Worth,TX,City","Fort Worth",10,71,154,231,449,1568,229,2017,1,"TX","Fort Worth,TX","City",466,2246,"Fort Worth","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","TX2201200","Fort Worth","TX","South","West South Central",976839,"fort worth","TX",976839,"city 500,000 thru 999,999",-3117,"Fort Worth, TX","City","South"
"Fountain Valley,CA,City","Fountain Valley",0,0,4,2,15,109,13,2017,1,"CA","Fountain Valley,CA","City",6,137,"Fountain Valley","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55419,NA,NA,"","","CA0300700","Fountain Valley","CA","West","Pacific",54975,"fountain valley","CA",54975,"city 50,000 thru 99,999",444,"Fountain Valley, CA","City","West"
"Franklin,TN,City","Franklin",0,3,2,14,6,86,3,2017,1,"TN","Franklin,TN","City",19,95,"Franklin","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","TN0940100","Franklin","TN","South","East South Central",90077,"franklin","TN",90077,"city 50,000 thru 99,999",-1762,"Franklin, TN","City","South"
"Fresno,CA,City","Fresno",4,16,90,164,381,1272,291,2017,1,"CA","Fresno,CA","City",274,1944,"Fresno","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",547134,NA,NA,"","","CA0100500","Fresno","CA","West","Pacific",546722,"fresno","CA",546722,"city 500,000 thru 999,999",412,"Fresno, CA","City","West"
"Frisco,TX,City","Frisco",0,5,4,6,39,153,2,2017,1,"TX","Frisco,TX","City",15,194,"Frisco","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","TX0430400","Frisco","TX","South","West South Central",138099,"frisco","TX",138099,"city 100,000 thru 249,999",90428,"Frisco, TX","City","South"
"Galveston,TX,City","Galveston",0,6,5,4,36,87,8,2017,1,"TX","Galveston,TX","City",15,131,"Galveston","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","TX0840400","Galveston","TX","South","West South Central",53100,"galveston","TX",53100,"city 50,000 thru 99,999",-290,"Galveston, TX","City","South"
"Gardena,CA,City","Gardena",0,1,19,10,32,55,27,2017,1,"CA","Gardena,CA","City",30,114,"Gardena","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57853,NA,NA,"","","CA0192400","Gardena","CA","West","Pacific",57584,"gardena","CA",57584,"city 50,000 thru 99,999",269,"Gardena, CA","City","West"
"Garland,TX,City","Garland",3,5,39,27,125,491,71,2017,1,"TX","Garland,TX","City",74,687,"Garland","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","TX0571100","Garland","TX","South","West South Central",246096,"garland","TX",246096,"city 100,000 thru 249,999",-6045,"Garland, TX","City","South"
"Gastonia,NC,City","Gastonia",0,2,14,26,61,262,21,2017,1,"NC","Gastonia,NC","City",42,344,"Gastonia","NC","From NC","State UCR","Provided by State UCR Program",83739,NA,NA,"","","NC0360600","Gastonia","NC","South","South Atlantic",85112,"gastonia","NC",85112,"city 50,000 thru 99,999",-1373,"Gastonia, NC","City","South"
"Georgetown,TX,City","Georgetown",0,3,0,3,4,37,3,2017,1,"TX","Georgetown,TX","City",6,44,"Georgetown","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","","TX2460200","Georgetown","TX","South","West South Central",89481,"georgetown","TX",89481,"city 50,000 thru 99,999",-1610,"Georgetown, TX","City","South"
"Gilbert,AZ,City","Gilbert",0,8,2,10,35,230,10,2017,1,"AZ","Gilbert,AZ","City",20,275,"Gilbert","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","AZ0071100","Gilbert","AZ","West","Mountain",277527,"gilbert","AZ",277527,"city 250,000 thru 499,999",968,"Gilbert, AZ","City","West"
"Glendale,AZ,City","Glendale",4,5,58,44,167,761,107,2017,1,"AZ","Glendale,AZ","City",111,1035,"Glendale","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",253768,NA,NA,"","","AZ0071300","Glendale","AZ","West","Mountain",255512,"glendale","AZ",255512,"city 250,000 thru 499,999",-1744,"Glendale, AZ","City","West"
"Glendale,CA,City","Glendale",0,2,9,18,61,208,32,2017,1,"CA","Glendale,CA","City",29,301,"Glendale","CA","https://www.glendaleca.gov/government/departments/police-department/community-outreach-resources-and-engagement-c-o-r-e/crime-prevention-programs-resources/crime-statistics-booking-logs","Agency Aggregated","Open Source",185923,NA,NA,"","","CA0192500","Glendale","CA","West","Pacific",184180,"glendale","CA",184180,"city 100,000 thru 249,999",1743,"Glendale, CA","City","West"
"Goodyear,AZ,City","Goodyear",0,2,4,12,38,146,12,2017,1,"AZ","Goodyear,AZ","City",18,196,"Goodyear","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","","AZ0071500","Goodyear","AZ","West","Mountain",116892,"goodyear","AZ",116892,"city 100,000 thru 249,999",-6963,"Goodyear, AZ","City","West"
"Grand Forks,ND,City","Grand Forks",0,1,2,9,17,106,14,2017,2,"ND","Grand Forks,ND","City",12,137,"Grand Forks","ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",58470,NA,NA,"","","ND0180100","Grand Forks","ND","Midwest","West North Central",58848,"grand forks","ND",58848,"city 50,000 thru 99,999",-378,"Grand Forks, ND","City","Midwest"
"Grand Island,NE,City","Grand Island",0,2,0,10,32,87,7,2017,2,"NE","Grand Island,NE","City",12,126,"Grand Island","NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","","NB0400100","Grand Island","NE","Midwest","West North Central",52488,"grand island","NE",52488,"city 50,000 thru 99,999",-224,"Grand Island, NE","City","Midwest"
"Grand Junction,CO,City","Grand Junction",0,5,3,24,19,192,14,2018,4,"CO","Grand Junction,CO","City",32,225,"Grand Junction","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",69240,NA,NA,"","","CO0390100","Grand Junction","CO","West","Mountain",70686,"grand junction","CO",70686,"city 50,000 thru 99,999",-1446,"Grand Junction, CO","City","West"
"Grand Prairie,TX,City","Grand Prairie",0,11,17,8,79,289,55,2017,1,"TX","Grand Prairie,TX","City",36,423,"Grand Prairie","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",205487,NA,NA,"","","TX0571200","Grand Prairie","TX","South","West South Central",131219,"grand prairie","TX",131219,"city 100,000 thru 249,999",74268,"Grand Prairie, TX","City","South"
"Grapevine,TX,City","Grapevine",0,0,1,7,8,100,12,2017,1,"TX","Grapevine,TX","City",8,120,"Grapevine","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",51458,NA,NA,"","","TX2201300","Grapevine","TX","South","West South Central",50983,"grapevine","TX",50983,"city 50,000 thru 99,999",475,"Grapevine, TX","City","South"
"Great Falls,MT,City","Great Falls",0,0,1,9,23,156,16,2017,1,"MT","Great Falls,MT","City",10,195,"Great Falls","MT","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",60358,NA,NA,"","","MT0070100","Great Falls","MT","West","Mountain",60414,"great falls","MT",60414,"city 50,000 thru 99,999",-56,"Great Falls, MT","City","West"
"Greeley,CO,City","Greeley",0,11,3,22,25,172,21,2019,9,"CO","Greeley,CO","City",36,218,"Greeley","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",109183,NA,NA,"","","CO0620200","Greeley","CO","West","Mountain",113757,"greeley","CO",113757,"city 100,000 thru 249,999",-4574,"Greeley, CO","City","West"
"Green Township,OH,City","Green Township",0,0,6,0,10,67,0,2017,1,"OH","Green Township,OH","City",6,77,"Green Township","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",59277,NA,NA,"","","OH0314400","Green Township","OH","Midwest","East North Central",59277,NA,NA,59277,NA,NA,"Green Township, OH","City","Midwest"
"Greensboro,NC,City","Greensboro",2,6,43,112,192,571,47,2017,1,"NC","Greensboro,NC","City",163,810,"Greensboro","NC","From NC","State UCR","Provided by State UCR Program",303237,NA,NA,"","","NC0410200","Greensboro","NC","South","South Atlantic",304306,"greensboro","NC",304306,"city 250,000 thru 499,999",-1069,"Greensboro, NC","City","South"
"Greenville,NC,City","Greenville",0,1,12,15,99,233,10,2017,1,"NC","Greenville,NC","City",28,342,"Greenville","NC","From NC","State UCR","Provided by State UCR Program",90048,NA,NA,"","","NC0740300","Greenville","NC","South","South Atlantic",90871,"greenville","NC",90871,"city 50,000 thru 99,999",-823,"Greenville, NC","City","South"
"Greenville,SC,City","Greenville",0,2,12,21,47,177,21,2017,1,"SC","Greenville,SC","City",35,245,"Greenville","SC","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",72961,NA,NA,"","","SC0230200","Greenville","SC","South","South Atlantic",73405,"greenville","SC",73405,"city 50,000 thru 99,999",-444,"Greenville, SC","City","South"
"Greenwood,IN,City","Greenwood",1,0,1,24,10,117,9,2017,1,"IN","Greenwood,IN","City",26,136,"Greenwood","IN","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",66131,NA,NA,"","","IN0410300","Greenwood","IN","Midwest","East North Central",67086,"greenwood","IN",67086,"city 50,000 thru 99,999",-955,"Greenwood, IN","City","Midwest"
"Gresham,OR,City","Gresham",1,8,12,15,25,218,119,2017,1,"OR","Gresham,OR","City",36,362,"Gresham","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",110225,NA,NA,"","","OR0260100","Gresham","OR","West","Pacific",109452,"gresham","OR",109452,"city 100,000 thru 249,999",773,"Gresham, OR","City","West"
